layer,mode,speed_mps,pitch,volume
power_steady/sb_k3m3u,power_steady,11.5,1.04636,0.000000
power_steady/sb_k3m3l,power_steady,7,0.99062,0.001734
power_steady/sb_k3m3l,power_steady,10.5,0.95780,0.001163
power_steady/sb_k3m3l,power_steady,10.75,0.95545,0.001075
power_steady/sb_k3m3l,power_steady,11,0.95311,0.000823
power_steady/sb_k3m3l,power_steady,11.25,0.95077,0.000445
power_steady/sb_k3m3l,power_steady,11.5,0.94842,0.000000
brake_steady/a_fixed,brake_steady,4.5,1.00000,0.000000
brake_steady/a_fixed,brake_steady,5,1.00000,0.100555
brake_steady/a_fixed,brake_steady,9,1.00000,0.100555
brake_steady/a_fixed,brake_steady,10.5,1.00000,0.080799
brake_steady/a_fixed,brake_steady,10.75,1.00000,0.074648
brake_steady/a_fixed,brake_steady,11,1.00000,0.057133
brake_steady/a_fixed,brake_steady,11.25,1.00000,0.030920
brake_steady/a_fixed,brake_steady,11.5,1.00000,0.000000
brake_steady/b_sync_a,brake_steady,10.5,0.78750,0.000000
brake_steady/b_sync_a,brake_steady,10.75,0.80625,0.027179
brake_steady/b_sync_a,brake_steady,11,0.82500,0.049940
brake_steady/b_sync_a,brake_steady,11.25,0.84375,0.064872
brake_steady/b_sync_a,brake_steady,11.5,0.86250,0.069797
brake_steady/b_sync_a,brake_steady,13,0.97500,0.054536
brake_steady/b_sync_a,brake_steady,15,1.12500,0.051477
brake_steady/b_sync_a,brake_steady,23.5,1.76250,0.029249
brake_steady/b_sync_a,brake_steady,23.75,1.78125,0.026638
brake_steady/b_sync_a,brake_steady,24,1.80000,0.020100
brake_steady/b_sync_a,brake_steady,24.25,1.81875,0.010726
brake_steady/b_sync_a,brake_steady,24.5,1.83750,0.000000
brake_steady/c_sync_c,brake_steady,23.5,0.87037,0.000000
brake_steady/c_sync_c,brake_steady,23.75,0.87963,0.018729
brake_steady/c_sync_c,brake_steady,24,0.88889,0.034889
brake_steady/c_sync_c,brake_steady,24.25,0.89815,0.045957
brake_steady/c_sync_c,brake_steady,24.5,0.90741,0.050145
brake_steady/c_sync_c,brake_steady,27.5,1.01852,0.055193
brake_steady/c_sync_c,brake_steady,27.75,1.02778,0.051400
brake_steady/c_sync_c,brake_steady,28,1.03704,0.039655
brake_steady/c_sync_c,brake_steady,28.25,1.04630,0.021634
brake_steady/c_sync_c,brake_steady,28.5,1.05556,0.000000
brake_steady/d_cruise_b,brake_steady,27.5,0.68750,0.000000
brake_steady/d_cruise_b,brake_steady,27.75,0.69375,0.027207
brake_steady/d_cruise_b,brake_steady,28,0.70000,0.050245
brake_steady/d_cruise_b,brake_steady,28.25,0.70625,0.065601
brake_steady/d_cruise_b,brake_steady,28.5,0.71250,0.070963
brake_steady/d_cruise_b,brake_steady,40,1.00000,0.080198
brake_steady/sb_k1m1u,brake_steady,9,1.02528,0.013647
brake_steady/sb_k1m1u,brake_steady,10.5,1.03793,0.010917
brake_steady/sb_k1m1u,brake_steady,10.75,1.04003,0.010079
brake_steady/sb_k1m1u,brake_steady,11,1.04214,0.007708
brake_steady/sb_k1m1u,brake_steady,11.25,1.04425,0.004169
brake_steady/sb_k1m1u,brake_steady,11.5,1.04635,0.000000
brake_steady/sb_k1m1l,brake_steady,9,0.97187,0.011117
brake_steady/sb_k1m1l,brake_steady,10.5,0.95781,0.008965
brake_steady/sb_k1m1l,brake_steady,10.75,0.95546,0.008287
brake_steady/sb_k1m1l,brake_steady,11,0.95312,0.006346
brake_steady/sb_k1m1l,brake_steady,11.25,0.95078,0.003437
brake_steady/sb_k1m1l,brake_steady,11.5,0.94843,0.000000
brake_steady/sb_k2m1u,brake_steady,9,1.01297,0.014115
brake_steady/sb_k2m1u,brake_steady,10.5,1.01945,0.011323
brake_steady/sb_k2m1u,brake_steady,10.75,1.02054,0.010458
brake_steady/sb_k2m1u,brake_steady,11,1.02162,0.008002
brake_steady/sb_k2m1u,brake_steady,11.25,1.02270,0.004330
brake_steady/sb_k2m1u,brake_steady,11.5,1.02378,0.000000
brake_steady/sb_k2m1l,brake_steady,9,0.98632,0.014119
brake_steady/sb_k2m1l,brake_steady,10.5,0.97948,0.011371
brake_steady/sb_k2m1l,brake_steady,10.75,0.97834,0.010509
brake_steady/sb_k2m1l,brake_steady,11,0.97720,0.008046
brake_steady/sb_k2m1l,brake_steady,11.25,0.97606,0.004356
brake_steady/sb_k2m1l,brake_steady,11.5,0.97493,0.000000
brake_steady/sb_k2m2u,brake_steady,9,1.02528,0.003553
brake_steady/sb_k2m2u,brake_steady,10.5,1.03792,0.002847
brake_steady/sb_k2m2u,brake_steady,10.75,1.04003,0.002629
brake_steady/sb_k2m2u,brake_steady,11,1.04214,0.002011
brake_steady/sb_k2m2u,brake_steady,11.25,1.04425,0.001088
brake_steady/sb_k2m2u,brake_steady,11.5,1.04635,0.000000
brake_steady/sb_k2m2l,brake_steady,9,0.97187,0.003027
brake_steady/sb_k2m2l,brake_steady,10.5,0.95781,0.002445
brake_steady/sb_k2m2l,brake_steady,10.75,0.95546,0.002260
brake_steady/sb_k2m2l,brake_steady,11,0.95312,0.001732
brake_steady/sb_k2m2l,brake_steady,11.25,0.95078,0.000938
brake_steady/sb_k2m2l,brake_steady,11.5,0.94843,0.000000
brake_steady/sb_k2m3u,brake_steady,9,1.03699,0.002799
brake_steady/sb_k2m3u,brake_steady,10.5,1.05548,0.002241
brake_steady/sb_k2m3u,brake_steady,10.75,1.05857,0.002069
brake_steady/sb_k2m3u,brake_steady,11,1.06165,0.001583
brake_steady/sb_k2m3u,brake_steady,11.25,1.06473,0.000856
brake_steady/sb_k2m3u,brake_steady,11.5,1.06781,0.000000
brake_steady/sb_k2m3l,brake_steady,9,0.95659,0.003076
brake_steady/sb_k2m3l,brake_steady,10.5,0.93488,0.002493
brake_steady/sb_k2m3l,brake_steady,10.75,0.93127,0.002307
brake_steady/sb_k2m3l,brake_steady,11,0.92765,0.001768
brake_steady/sb_k2m3l,brake_steady,11.25,0.92403,0.000959
brake_steady/sb_k2m3l,brake_steady,11.5,0.92041,0.000000
brake_steady/sb_k3m1u,brake_steady,9,1.00872,0.004742
brake_steady/sb_k3m1u,brake_steady,10.5,1.01308,0.003809
brake_steady/sb_k3m1u,brake_steady,10.75,1.01381,0.003519
brake_steady/sb_k3m1u,brake_steady,11,1.01453,0.002693
brake_steady/sb_k3m1u,brake_steady,11.25,1.01526,0.001457
brake_steady/sb_k3m1u,brake_steady,11.5,1.01599,0.000000
brake_steady/sb_k3m1l,brake_steady,9,0.99096,0.003654
brake_steady/sb_k3m1l,brake_steady,10.5,0.98644,0.002938
brake_steady/sb_k3m1l,brake_steady,10.75,0.98569,0.002714
brake_steady/sb_k3m1l,brake_steady,11,0.98494,0.002078
brake_steady/sb_k3m1l,brake_steady,11.25,0.98419,0.001124
brake_steady/sb_k3m1l,brake_steady,11.5,0.98343,0.000000
brake_steady/sb_k3m2u,brake_steady,9,1.01714,0.001680
brake_steady/sb_k3m2u,brake_steady,10.5,1.02572,0.001349
brake_steady/sb_k3m2u,brake_steady,10.75,1.02715,0.001246
brake_steady/sb_k3m2u,brake_steady,11,1.02857,0.000954
brake_steady/sb_k3m2u,brake_steady,11.25,1.03000,0.000516
brake_steady/sb_k3m2u,brake_steady,11.5,1.03143,0.000000
brake_steady/sb_k3m2l,brake_steady,9,0.98159,0.001656
brake_steady/sb_k3m2l,brake_steady,10.5,0.97239,0.001332
brake_steady/sb_k3m2l,brake_steady,10.75,0.97086,0.001230
brake_steady/sb_k3m2l,brake_steady,11,0.96932,0.000942
brake_steady/sb_k3m2l,brake_steady,11.25,0.96779,0.000510
brake_steady/sb_k3m2l,brake_steady,11.5,0.96626,0.000000
brake_steady/sb_k3m3u,brake_steady,9,1.02528,0.001427
brake_steady/sb_k3m3u,brake_steady,10.5,1.03792,0.001146
brake_steady/sb_k3m3u,brake_steady,10.75,1.04003,0.001059
brake_steady/sb_k3m3u,brake_steady,11,1.04214,0.000810
brake_steady/sb_k3m3u,brake_steady,11.25,1.04424,0.000438
brake_steady/sb_k3m3u,brake_steady,11.5,1.04635,0.000000
brake_steady/sb_k3m3l,brake_steady,9,0.97187,0.001532
brake_steady/sb_k3m3l,brake_steady,10.5,0.95781,0.001233
brake_steady/sb_k3m3l,brake_steady,10.75,0.95546,0.001139
brake_steady/sb_k3m3l,brake_steady,11,0.95312,0.000872
brake_steady/sb_k3m3l,brake_steady,11.25,0.95078,0.000472
brake_steady/sb_k3m3l,brake_steady,11.5,0.94843,0.000000
